#;COLAlloc;Quantity;MinQuantity;MaxQuantity;HasSalesBudgetReservation;RequiresOrderCombination;NrOfActiveRoutingChainUpstream;SelectedShippingShop;Вид ГП;DeliveryType;ImgPlannedStatus;RoutingId;Name;ProductId;ProductName;LatestDesiredDeliveryDate;ProductSpecificationId;ResourceGroupIds
86;40368031/18;9,4;3,45;12,45;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;77B2DD9BAF46ED1C2C042EB767B0F1AF;G_OTGRH
87;40373852/2;1;0,8;1,2;ИСТИНА;ЛОЖЬ;1;7;С;-;ImgPlannedStatusUpstreamNotPlanned;40360493|1|01|001T;Отгрузка КЦ-2;QHF_0102100_T;Товарный сляб;19-апр.-2020;E276059445EB22C50E27C5E8D9DDC0EB;G_OTGRO2
88;40373663/1;34;28,9;37,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;BEFD75982EE232DEEF27B6C4E548B6FD;G_OTGRG
89;40368610/20;60;51;66;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;471BB98F4DB2DCA87D680D7EF55ACB44;G_OTGRH
90;40365330/2;22,3;12,34;32,34;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;A9774AC2154520F187EC01CA47334B4B;G_OTGRH
91;40372972/2;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПХО;ЛСТ;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;D6938FEF31C3EF0130872155E968717C;G_OTGRH
92;40368392/4;34;28,9;37,4;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;D481F31596447373D0B02040CBED1ADD;G_OTGRG
93;40372420/8;14,1;9,28;18,88;ИСТИНА;ЛОЖЬ;48;15;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;841B545012CCE20214EF73801F3F97AA;G_OTGRH
94;40367601/2;30;24;33;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;314F34EF6D81F823DB2CABCC3FFC0B95;G_OTGRH
95;40374402/1;5;4,75;5,25;ИСТИНА;ЛОЖЬ;4;11;ПХА;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40346921|1|01|001T;Отгрузка ЦТС;QHF_0104210_YP;Прокат холод. анизотропный упаковка;26-апр.-2020;73B2D71C762390C30CAE673A88226994;G_OTGRT
96;40371260/12;24;19,2;28,8;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;442E1548388F46E0A97C372DFF5356AD;G_OTGRH
97;40372580/10;192;172,8;201,6;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;D4431A3217E7CB8AD7EF8E8BC0D5D67F;G_OTGRG
98;40368581/6;24;19,2;28,8;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;F069067997A721B50BAE8BC131B882F7;G_OTGRG
99;40371348/9;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;ADB16C66212EA0873642F4CBFFFD1793;G_OTGRH
100;40364840/3;167,5;143,54;191,54;ИСТИНА;ИСТИНА;8;15;ПХИ;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;9654E60829B2D3153226B120E9D1D870;G_OTGRD, G_VSL1
101;40371582/2;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;19-апр.-2020;3404362DB0FA541A030A2D3BFDC36F63;G_OTGRH, G_VSL1
102;40368618/2;3,5;0;10,28;ИСТИНА;ЛОЖЬ;2;13;ПХО;ЛСТ;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;CECD007FAF08BCE6E1FD82BA916FB317;G_OTGRH
103;40368553/1;7,8;5,3;10,3;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;464A8A8CDBCF59D04C7E0C419AF24C5E;G_OTGRD, G_VSL1
104;40372387/10;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;19-апр.-2020;E754F35C44A392B8D3941FFF3D863EDE;G_OTGRH, G_VSL1
105;40373606/4;34;28,9;37,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;0E29DE5063CAF09D76025A346584481E;G_OTGRG
106;40374402/8;10;9,5;10,5;ИСТИНА;ЛОЖЬ;4;11;ПХА;РЛН;ImgPlannedStatusUpstreamNotPlanned;40346921|1|01|001T;Отгрузка ЦТС;QHF_0104210_YP;Прокат холод. анизотропный упаковка;26-апр.-2020;8B362483E596FE51BAED307C6191A529;G_OTGRT
107;40368256/4;15;8,99;18,99;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН РСП;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;EFEF50BF709696734E6F4DC2D156B5B8;G_OTGRH
108;40373450/3;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus3;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;19-апр.-2020;39A16EF16FCCD1801F4DC263D33B6BA4;G_OTGRH
109;40360467/2;30;25,5;33;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;C6C1C57422EE982A3DF1DAF13FD76F03;G_OTGRD
110;40375319/1;18;16,2;18,018;ИСТИНА;ЛОЖЬ;4;11;ПХА;РЛН;ImgPlannedStatusUpstreamNotPlanned;40346921|1|01|001T;Отгрузка ЦТС;QHF_0104210_YP;Прокат холод. анизотропный упаковка;26-апр.-2020;FB8705FA81FBF107EE6395227A6C32B1;G_OTGRT
111;40371382/3;24;19,2;28,8;ИСТИНА;ЛОЖЬ;4;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;2E07B0220CA05B63931D3B58794F127E;G_OTGRH
112;40362576/1;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;1CC9A1FEBD9EAFBEF076BC73664140CB;G_OTGRH
113;40373139/2;25;20;27,5;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;C00A0694BA4DC6FF46EB3A201ADC2DE8;G_OTGRD
114;40372429/7;24;19,2;28,8;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;208E9E4828323B4AD8B28FAC818BD867;G_OTGRH
115;40373172/3;4;0;6,48;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatusUpstreamNotPlanned;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;2F569026BA934153E270AB1E391FD44A;G_OTGRD
116;40372985/1;3,6;0;7,09;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;07B542F3D4B2C2DDE4342403E8D4DC1C;G_OTGRD
117;40367742/7;121,7;108,89;134,49;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;915D7BF23F077AF41A67730B9BAF6C33;G_OTGRH
118;40362884/1;31,9;18,71;43,91;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН РСП;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;2B4C44DB2DEBAA02B7456A0766FD904C;G_OTGRH
119;40373934/3;90;81;111,6;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;27D79D00EBF93AE029E953E65581BB34;G_OTGRD
120;40371291/1;6,6;0,55;11,75;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;FE73D43A80DB8C9CA98BC75E7F0EB529;G_OTGRD
121;40351434/1;65,4;55,37;75,37;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;3FC8D5D2A7FDF3495BA04979084782C0;G_OTGRD, G_VSL1
122;40371133/5;60;51;66;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;A354EB470360B093949163EBAD6FF1F0;G_OTGRH
123;40371577/4;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;19-апр.-2020;00A0F4440172CA392A0BA88732BB66B6;G_OTGRH, G_VSL1
124;40374773/1;8874;7874,02;9874,02;ИСТИНА;ЛОЖЬ;1;7;С;-;ImgPlannedStatus3;40360493|1|01|001T;Отгрузка КЦ-2;QHF_0102100_T;Товарный сляб;19-апр.-2020;29B34AEF6D7C353C9D9D1D26649DB3F5;G_OTGRO2
125;40367882/1;0;0;1,23;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;DFDF3AC4309D7C4CC2DF11A5FE08F874;G_OTGRH
126;40365371/1;4,1;0;10,62;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatusUpstreamNotPlanned;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;BCA067E6106755C0035B022F196DC334;G_OTGRD
127;40372501/1;24;19,2;28,8;ИСТИНА;ЛОЖЬ;48;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;98F150F3E3C4F9BCD2D6E595658516AD;G_OTGRH
128;40373017/2;25;20;27,5;ИСТИНА;ЛОЖЬ;16;13;ПХПП;РЛН;ImgPlannedStatus3;40358924|1|02|001T;Отгрузка ЦДС;QHF_0104132_C;Х/к прокат с полимерным покрытием;19-апр.-2020;6AE08E107E5D38E517A1D4E34FB35614;G_OTGRD
129;40373531/3;68;61,2;74,8;ИСТИНА;ЛОЖЬ;32;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;0227A95853DF29A7BBF956D4C9933D5D;G_OTGRH
130;40368244/1;64,3;34,29;94,29;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;31D07C7995FC4FD5B3269553378AD2E1;G_OTGRD, G_VSL1
131;40360329/1;65;55,25;71,5;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;67F43DA0256412328C885067F69B6C2A;G_OTGRD
132;40368601/3;64;54,4;70,4;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;6AEC029D1634AA6D5C66F9583ADAA7F1;G_OTGRH
133;40367338/1;20;16;24;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;86A0D1C277035BEC9A2EAD71777A13E2;G_OTGRD, G_VSL1
134;40368007/3;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;8C8FE8809DA4ADAF4F29F79213240848;G_OTGRG
135;40373664/1;130;117;143;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;0FC7E2113C1216D8E2C43093BA23C92F;G_OTGRD
136;40371606/3;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;3D654DA5F6F6B7F13B9289FAE17281D9;G_OTGRH
137;40368031/9;22,3;0;35,09;ИСТИНА;ЛОЖЬ;64;13;ПХТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;E2B44D68976A43C2EA016C7FBA98DBBE;G_OTGRH
138;40366461/1;4,2;0;8,99;ИСТИНА;ЛОЖЬ;24;15;ПХО;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;3AABD49919E1AA29CBD1CACCB7D74CF7;G_OTGRH
139;40368624/4;10;8,5;11;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;4CA99DEF8D271144F3891DE2F8F0700F;G_OTGRD, G_VSL1
140;40372236/4;68;61,2;74,8;ИСТИНА;ЛОЖЬ;12;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;0EC575A7DA554EAFE0EFD62BF2AA34A1;G_OTGRH
141;40361299/2;8,7;2,14;13,14;ИСТИНА;ЛОЖЬ;16;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;6AD415718CB9330158C758898632FB1C;G_OTGRH
142;40373974/19;192;172,8;201,6;ИСТИНА;ЛОЖЬ;12;12;ПГ;РЛН;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;25C50BE62932D5018A9B0CCBDB1A4CE0;G_OTGRG
143;40368603/1;60;51;66;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;39F82FB6F08734EE7D847C104E4267D9;G_OTGRH
144;40371313/4;5;4,5;5,5;ИСТИНА;ИСТИНА;1;15;ПХИ;РЛН РСП;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;D43D1ADF758EF4EBF72C8CE8D327522E;G_OTGRD, G_VSL1
145;40364840/1;42,5;36,46;48,46;ИСТИНА;ИСТИНА;8;15;ПХИ;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;19-апр.-2020;32BBC286B43E1AA01A9D199D12EEE37E;G_OTGRD, G_VSL1
146;40372670/4;24;19,2;28,8;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;334C665E60CA6E726196E4693A8EFE8B;G_OTGRH
147;40365183/9;14,9;8,86;20,86;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;E0EAC308FE138867950E69D9B1037C1D;G_OTGRD
148;40373120/8;64;54,4;70,4;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;1EEB6B126320A5170248024918063EBB;G_OTGRH
149;40362033/1;7,2;2,4;12;ИСТИНА;ЛОЖЬ;4;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;629C6D4592D31CBAE85433353A2EF22C;G_OTGRH
150;40364054/23;36;30,6;39,6;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;A84D59F210D387E7DE70EC7FEC65F56C;G_OTGRH
151;40373907/7;65;55,25;71,5;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;36627B7C060C53330B6D6C9A9B152A7B;G_OTGRD
152;40372160/7;68;61,2;74,8;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;48F5BA38FBEE3C0D66923152F609A248;G_OTGRG
153;40373904/7;60;51;66;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;19-апр.-2020;EDAB0133AEDCE4A5814358866C77DE4F;G_OTGRG
154;40362809/2;14,3;9,53;19,13;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;19-апр.-2020;F7A3AE6EA32B5996DAB771A41DA24A5C;G_OTGRH
155;40373907/11;25;20;27,5;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;19-апр.-2020;348587F972233DF5E65E4EAA2FA9F7E5;G_OTGRD
156;40371380/1;29;23,2;31,9;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН РСП;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;FFD56292CDE0F453AB479B31B7B0D0BC;G_OTGRH
157;40374900/1;3000;2700;3300;ИСТИНА;ЛОЖЬ;2;7;С;-;ImgPlannedStatus3;40360493|1|01|001T;Отгрузка КЦ-2;QHF_0102100_T;Товарный сляб;19-апр.-2020;D1F8D9B5B109AF3B9C1D578374E59F25;G_OTGRO2
158;40367605/1;60;54;66;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН РСП;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;19-апр.-2020;BA5CE6FC3855A7E671DB6F5EAFD7572E;G_OTGRH
